API,excipient,API_percent,API_coated,API_coat_percent,exc_coated,exc_coat_percent,API_silica_type,exc_silica_type,API_d10,API_d50,API_d90,API_d32,API_surf_eng,API_density,exc_d10,exc_d50,exc_d90,exc_d32,exc_surf_eng,exc_density,FF,FF_regime,API AR(-),API 1/AR,API Sphericity(-),API Elongation(-),exc AR(-),exc 1/AR,exc Sphericity(-),exc Elongation(-),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,444,50,0,0,1,100,0,1,3,8,19.3,5.5,0.04,1430,5.6,19.3,43.4,10.8,0.048,1559,6.68,3,0.64,1.5625,0.84,0.55,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,444,50,1,100,1,100,1,1,3,8,19.3,5.5,0.04,1430,5.6,19.3,43.4,10.8,0.048,1559,7.34,3,0.64,1.5625,0.84,0.55,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,444,75,1,25,0,0,1,0,3,8,19.3,5.5,0.04,1430,5.6,19.3,43.4,10.8,0.048,1559,2.9042,2,0.64,1.5625,0.84,0.55,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,444,75,0,0,1,100,0,1,3,8,19.3,5.5,0.04,1430,5.6,19.3,43.4,10.8,0.048,1559,3.55,2,0.64,1.5625,0.84,0.55,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,444,75,0,0,0,0,0,0,3,8,19.3,5.5,0.04,1430,5.6,19.3,43.4,10.8,0.048,1559,3.7715,2,0.64,1.5625,0.84,0.55,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,444,75,1,100,0,0,1,0,3,8,19.3,5.5,0.04,1430,5.6,19.3,43.4,10.8,0.048,1559,3.9867,2,0.64,1.5625,0.84,0.55,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,444,75,1,75,0,0,1,0,3,8,19.3,5.5,0.04,1430,5.6,19.3,43.4,10.8,0.048,1559,4.0449,3,0.64,1.5625,0.84,0.55,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,444,75,1,1,0,0,1,0,3,8,19.3,5.5,0.04,1430,5.6,19.3,43.4,10.8,0.048,1559,4.0596,3,0.64,1.5625,0.84,0.55,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,444,75,1,50,0,0,1,0,3,8,19.3,5.5,0.04,1430,5.6,19.3,43.4,10.8,0.048,1559,4.3,3,0.64,1.5625,0.84,0.55,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,444,75,1,100,1,100,1,1,3,8,19.3,5.5,0.04,1430,5.6,19.3,43.4,10.8,0.048,1559,4.934256,3,0.64,1.5625,0.84,0.55,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,444,25,0,0,0,0,0,0,8.01,28.5,58.7,12.1,0.039,1120,5.6,19.3,43.4,10.8,0.048,1559,3.9651,2,0.6,1.666666667,0.84,0.49,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,444,25,1,75,0,0,1,0,8.01,28.5,58.7,12.1,0.039,1120,5.6,19.3,43.4,10.8,0.048,1559,4.0605,3,0.6,1.666666667,0.84,0.49,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,444,25,1,50,0,0,1,0,8.01,28.5,58.7,12.1,0.039,1120,5.6,19.3,43.4,10.8,0.048,1559,5.0765,3,0.6,1.666666667,0.84,0.49,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,444,25,1,100,0,0,1,0,8.01,28.5,58.7,12.1,0.039,1120,5.6,19.3,43.4,10.8,0.048,1559,5.0971,3,0.6,1.666666667,0.84,0.49,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,444,25,1,25,0,0,1,0,8.01,28.5,58.7,12.1,0.039,1120,5.6,19.3,43.4,10.8,0.048,1559,5.2396,3,0.6,1.666666667,0.84,0.49,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,444,25,0,0,1,100,0,1,8.01,28.5,58.7,12.1,0.039,1120,5.6,19.3,43.4,10.8,0.048,1559,11.087227,4,0.6,1.666666667,0.84,0.49,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,444,50,0,0,0,0,0,0,8.01,28.5,58.7,12.1,0.039,1120,5.6,19.3,43.4,10.8,0.048,1559,3.8961,2,0.6,1.666666667,0.84,0.49,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,444,50,1,100,0,0,1,0,8.01,28.5,58.7,12.1,0.039,1120,5.6,19.3,43.4,10.8,0.048,1559,5.0763,3,0.6,1.666666667,0.84,0.49,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,444,50,1,25,0,0,1,0,8.01,28.5,58.7,12.1,0.039,1120,5.6,19.3,43.4,10.8,0.048,1559,5.2713,3,0.6,1.666666667,0.84,0.49,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,444,50,1,50,0,0,1,0,8.01,28.5,58.7,12.1,0.039,1120,5.6,19.3,43.4,10.8,0.048,1559,5.2784,3,0.6,1.666666667,0.84,0.49,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,444,50,1,75,0,0,1,0,8.01,28.5,58.7,12.1,0.039,1120,5.6,19.3,43.4,10.8,0.048,1559,5.3244,3,0.6,1.666666667,0.84,0.49,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,444,50,0,0,1,100,0,1,8.01,28.5,58.7,12.1,0.039,1120,5.6,19.3,43.4,10.8,0.048,1559,18.32803,4,0.6,1.666666667,0.84,0.49,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,444,75,0,0,0,0,0,0,8.01,28.5,58.7,12.1,0.039,1120,5.6,19.3,43.4,10.8,0.048,1559,4.1778,3,0.6,1.666666667,0.84,0.49,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,444,75,1,25,0,0,1,0,8.01,28.5,58.7,12.1,0.039,1120,5.6,19.3,43.4,10.8,0.048,1559,4.3993,3,0.6,1.666666667,0.84,0.49,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,444,75,1,50,0,0,1,0,8.01,28.5,58.7,12.1,0.039,1120,5.6,19.3,43.4,10.8,0.048,1559,4.5,3,0.6,1.666666667,0.84,0.49,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,444,75,1,100,0,0,1,0,8.01,28.5,58.7,12.1,0.039,1120,5.6,19.3,43.4,10.8,0.048,1559,4.8629,3,0.6,1.666666667,0.84,0.49,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,444,75,1,75,0,0,1,0,8.01,28.5,58.7,12.1,0.039,1120,5.6,19.3,43.4,10.8,0.048,1559,7.0275,3,0.6,1.666666667,0.84,0.49,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,444,75,0,0,1,100,0,1,8.01,28.5,58.7,12.1,0.039,1120,5.6,19.3,43.4,10.8,0.048,1559,12,4,0.6,1.666666667,0.84,0.49,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,444,25,0,0,0,0,0,0,2.42,8.4,27.6,5.2,0.046,1290,5.6,19.3,43.4,10.8,0.048,1559,3.0968,2,0.61,1.639344262,0.81,0.5,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,444,25,1,1,0,0,1,0,2.42,8.4,27.6,5.2,0.046,1290,5.6,19.3,43.4,10.8,0.048,1559,3.9833,2,0.61,1.639344262,0.81,0.5,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,444,25,1,75,0,0,1,0,2.42,8.4,27.6,5.2,0.046,1290,5.6,19.3,43.4,10.8,0.048,1559,4.5328,3,0.61,1.639344262,0.81,0.5,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,444,25,1,25,0,0,1,0,2.42,8.4,27.6,5.2,0.046,1290,5.6,19.3,43.4,10.8,0.048,1559,4.5681,3,0.61,1.639344262,0.81,0.5,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,444,25,1,50,0,0,1,0,2.42,8.4,27.6,5.2,0.046,1290,5.6,19.3,43.4,10.8,0.048,1559,5.0926,3,0.61,1.639344262,0.81,0.5,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,444,25,1,100,0,0,1,0,2.42,8.4,27.6,5.2,0.046,1290,5.6,19.3,43.4,10.8,0.048,1559,5.4983,3,0.61,1.639344262,0.81,0.5,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,444,25,0,0,1,100,0,1,2.42,8.4,27.6,5.2,0.046,1290,5.6,19.3,43.4,10.8,0.048,1559,7.869634333,3,0.61,1.639344262,0.81,0.5,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,444,25,1,100,1,100,1,1,2.42,8.4,27.6,5.2,0.046,1290,5.6,19.3,43.4,10.8,0.048,1559,11.35,4,0.61,1.639344262,0.81,0.5,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,444,50,0,0,0,0,0,0,2.42,8.4,27.6,5.2,0.046,1290,5.6,19.3,43.4,10.8,0.048,1559,2.3932,2,0.61,1.639344262,0.81,0.5,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,444,50,1,1,0,0,1,0,2.42,8.4,27.6,5.2,0.046,1290,5.6,19.3,43.4,10.8,0.048,1559,4.2667,3,0.61,1.639344262,0.81,0.5,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,444,50,0,0,1,100,0,1,2.42,8.4,27.6,5.2,0.046,1290,5.6,19.3,43.4,10.8,0.048,1559,4.312177667,3,0.61,1.639344262,0.81,0.5,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,444,50,1,25,0,0,1,0,2.42,8.4,27.6,5.2,0.046,1290,5.6,19.3,43.4,10.8,0.048,1559,4.9596,3,0.61,1.639344262,0.81,0.5,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,444,50,1,75,0,0,1,0,2.42,8.4,27.6,5.2,0.046,1290,5.6,19.3,43.4,10.8,0.048,1559,5.6966,3,0.61,1.639344262,0.81,0.5,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,444,50,1,100,0,0,1,0,2.42,8.4,27.6,5.2,0.046,1290,5.6,19.3,43.4,10.8,0.048,1559,5.9974,3,0.61,1.639344262,0.81,0.5,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,444,50,1,50,0,0,1,0,2.42,8.4,27.6,5.2,0.046,1290,5.6,19.3,43.4,10.8,0.048,1559,9.8286,3,0.61,1.639344262,0.81,0.5,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,444,50,1,100,1,100,1,1,2.42,8.4,27.6,5.2,0.046,1290,5.6,19.3,43.4,10.8,0.048,1559,16.73333,4,0.61,1.639344262,0.81,0.5,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,444,75,0,0,1,100,0,1,2.42,8.4,27.6,5.2,0.046,1290,5.6,19.3,43.4,10.8,0.048,1559,1.752363333,1,0.61,1.639344262,0.81,0.5,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,444,75,0,0,0,0,0,0,2.42,8.4,27.6,5.2,0.046,1290,5.6,19.3,43.4,10.8,0.048,1559,2.155,2,0.61,1.639344262,0.81,0.5,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,444,75,1,25,0,0,1,0,2.42,8.4,27.6,5.2,0.046,1290,5.6,19.3,43.4,10.8,0.048,1559,5.01,3,0.61,1.639344262,0.81,0.5,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,444,75,1,1,0,0,1,0,2.42,8.4,27.6,5.2,0.046,1290,5.6,19.3,43.4,10.8,0.048,1559,5.18,3,0.61,1.639344262,0.81,0.5,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,444,75,1,75,0,0,1,0,2.42,8.4,27.6,5.2,0.046,1290,5.6,19.3,43.4,10.8,0.048,1559,5.7617,3,0.61,1.639344262,0.81,0.5,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,444,75,1,100,1,100,1,1,2.42,8.4,27.6,5.2,0.046,1290,5.6,19.3,43.4,10.8,0.048,1559,6.076666,3,0.61,1.639344262,0.81,0.5,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,444,75,1,100,0,0,1,0,2.42,8.4,27.6,5.2,0.046,1290,5.6,19.3,43.4,10.8,0.048,1559,7.0836,3,0.61,1.639344262,0.81,0.5,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,444,75,1,50,0,0,1,0,2.42,8.4,27.6,5.2,0.046,1290,5.6,19.3,43.4,10.8,0.048,1559,8.9096,3,0.61,1.639344262,0.81,0.5,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,444,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,19.3,43.4,10.8,0.048,1559,2.35,2,0,0,0,0,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,444,0,0,0,1,100,0,1,0,0,0,0,0,0,5.6,19.3,43.4,10.8,0.048,1559,17.7,5,0,0,0,0,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,444,0,0,0,1,100,0,2,0,0,0,0,0,0,5.6,19.3,43.4,10.8,0.048,1559,41.4,5,0,0,0,0,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,444,0,0,0,1,50,0,1,0,0,0,0,0,0,5.6,19.3,43.4,10.8,0.048,1559,12.5,5,0,0,0,0,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,444,0,0,0,1,50,0,2,0,0,0,0,0,0,5.6,19.3,43.4,10.8,0.048,1559,10.1,5,0,0,0,0,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,444,0,0,0,1,25,0,1,0,0,0,0,0,0,5.6,19.3,43.4,10.8,0.048,1559,4.27,3,0,0,0,0,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,444,0,0,0,1,25,0,2,0,0,0,0,0,0,5.6,19.3,43.4,10.8,0.048,1559,4.23,3,0,0,0,0,0.61,1.639344262,0.79,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,555,25,0,0,0,0,0,0,3.1,20,82,7.3,0.041,1290,53.4,185.8,322.3,100.4,0.047,1562,5.7459,3,0.55,1.818181818,0.81,0.45,0.73,1.369863014,0.86,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,555,25,0,0,1,100,0,1,3.1,20,82,7.3,0.041,1290,53.4,185.8,322.3,100.4,0.047,1562,7.24,3,0.55,1.818181818,0.81,0.45,0.73,1.369863014,0.86,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,555,25,1,50,0,0,1,0,3.1,20,82,7.3,0.041,1290,53.4,185.8,322.3,100.4,0.047,1562,10.2582,4,0.55,1.818181818,0.81,0.45,0.73,1.369863014,0.86,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,555,25,1,1,0,0,1,0,3.1,20,82,7.3,0.041,1290,53.4,185.8,322.3,100.4,0.047,1562,14.8,4,0.55,1.818181818,0.81,0.45,0.73,1.369863014,0.86,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,555,25,1,75,0,0,1,0,3.1,20,82,7.3,0.041,1290,53.4,185.8,322.3,100.4,0.047,1562,14.8,4,0.55,1.818181818,0.81,0.45,0.73,1.369863014,0.86,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,555,25,1,100,0,0,1,0,3.1,20,82,7.3,0.041,1290,53.4,185.8,322.3,100.4,0.047,1562,18,4,0.55,1.818181818,0.81,0.45,0.73,1.369863014,0.86,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,555,25,1,25,0,0,1,0,3.1,20,82,7.3,0.041,1290,53.4,185.8,322.3,100.4,0.047,1562,26.4065,4,0.55,1.818181818,0.81,0.45,0.73,1.369863014,0.86,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,555,50,0,0,0,0,0,0,3.1,20,82,7.3,0.041,1290,53.4,185.8,322.3,100.4,0.047,1562,3.0708,2,0.55,1.818181818,0.81,0.45,0.73,1.369863014,0.86,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,555,50,0,0,1,100,0,1,3.1,20,82,7.3,0.041,1290,53.4,185.8,322.3,100.4,0.047,1562,3.47,2,0.55,1.818181818,0.81,0.45,0.73,1.369863014,0.86,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,555,50,1,1,0,0,1,0,3.1,20,82,7.3,0.041,1290,53.4,185.8,322.3,100.4,0.047,1562,7.89,3,0.55,1.818181818,0.81,0.45,0.73,1.369863014,0.86,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,555,50,1,25,0,0,1,0,3.1,20,82,7.3,0.041,1290,53.4,185.8,322.3,100.4,0.047,1562,8.5252,3,0.55,1.818181818,0.81,0.45,0.73,1.369863014,0.86,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,555,50,1,75,0,0,1,0,3.1,20,82,7.3,0.041,1290,53.4,185.8,322.3,100.4,0.047,1562,10.1367,4,0.55,1.818181818,0.81,0.45,0.73,1.369863014,0.86,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,555,50,1,50,0,0,1,0,3.1,20,82,7.3,0.041,1290,53.4,185.8,322.3,100.4,0.047,1562,10.6275,4,0.55,1.818181818,0.81,0.45,0.73,1.369863014,0.86,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,555,50,1,100,0,0,1,0,3.1,20,82,7.3,0.041,1290,53.4,185.8,322.3,100.4,0.047,1562,14.4956,4,0.55,1.818181818,0.81,0.45,0.73,1.369863014,0.86,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,555,75,0,0,1,100,0,1,3.1,20,82,7.3,0.041,1290,53.4,185.8,322.3,100.4,0.047,1562,2.17,2,0.55,1.818181818,0.81,0.45,0.73,1.369863014,0.86,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,555,75,0,0,0,0,0,0,3.1,20,82,7.3,0.041,1290,53.4,185.8,322.3,100.4,0.047,1562,2.3734,2,0.55,1.818181818,0.81,0.45,0.73,1.369863014,0.86,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,555,75,1,25,0,0,1,0,3.1,20,82,7.3,0.041,1290,53.4,185.8,322.3,100.4,0.047,1562,6.0011,3,0.55,1.818181818,0.81,0.45,0.73,1.369863014,0.86,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,555,75,1,50,0,0,1,0,3.1,20,82,7.3,0.041,1290,53.4,185.8,322.3,100.4,0.047,1562,8.26,3,0.55,1.818181818,0.81,0.45,0.73,1.369863014,0.86,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,555,75,1,75,0,0,1,0,3.1,20,82,7.3,0.041,1290,53.4,185.8,322.3,100.4,0.047,1562,10.7,4,0.55,1.818181818,0.81,0.45,0.73,1.369863014,0.86,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,555,75,1,1,0,0,1,0,3.1,20,82,7.3,0.041,1290,53.4,185.8,322.3,100.4,0.047,1562,13.45,4,0.55,1.818181818,0.81,0.45,0.73,1.369863014,0.86,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
