API,excipient,API_percent,API_coated,API_coat_percent,exc_coated,exc_coat_percent,API_silica_type,exc_silica_type,API_d10,API_d50,API_d90,API_d32,API_surf_eng,API_density,exc_d10,exc_d50,exc_d90,exc_d32,exc_surf_eng,exc_density,FF,FF_regime,API AR(-),API 1/AR,API Sphericity(-),API Elongation(-),exc AR(-),exc 1/AR,exc Sphericity(-),exc Elongation(-),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,555,75,1,100,0,0,1,0,3.1,20,82,7.3,0.041,1290,53.4,185.8,322.3,100.4,0.047,1562,35.8679,4,0.55,1.818181818,0.81,0.45,0.73,1.369863014,0.86,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,555,25,1,25,0,0,1,0,3,8,19.3,5.5,0.04,1430,53.4,185.8,322.3,100.4,0.047,1562,4.9473,3,0.64,1.5625,0.84,0.55,0.73,1.369863014,0.86,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,555,25,1,75,0,0,1,0,3,8,19.3,5.5,0.04,1430,53.4,185.8,322.3,100.4,0.047,1562,5.3533,3,0.64,1.5625,0.84,0.55,0.73,1.369863014,0.86,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,555,25,1,50,0,0,1,0,3,8,19.3,5.5,0.04,1430,53.4,185.8,322.3,100.4,0.047,1562,6.4353,3,0.64,1.5625,0.84,0.55,0.73,1.369863014,0.86,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,555,25,0,0,1,100,0,1,3,8,19.3,5.5,0.04,1430,53.4,185.8,322.3,100.4,0.047,1562,6.69,3,0.64,1.5625,0.84,0.55,0.73,1.369863014,0.86,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,555,25,1,1,0,0,1,0,3,8,19.3,5.5,0.04,1430,53.4,185.8,322.3,100.4,0.047,1562,7.1509,3,0.64,1.5625,0.84,0.55,0.73,1.369863014,0.86,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,555,25,1,100,0,0,1,0,3,8,19.3,5.5,0.04,1430,53.4,185.8,322.3,100.4,0.047,1562,8.0466,3,0.64,1.5625,0.84,0.55,0.73,1.369863014,0.86,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,555,25,0,0,0,0,0,0,3,8,19.3,5.5,0.04,1430,53.4,185.8,322.3,100.4,0.047,1562,9.44,3,0.64,1.5625,0.84,0.55,0.73,1.369863014,0.86,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,555,50,1,50,0,0,1,0,3,8,19.3,5.5,0.04,1430,53.4,185.8,322.3,100.4,0.047,1562,2.8609,2,0.64,1.5625,0.84,0.55,0.73,1.369863014,0.86,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,555,50,1,25,0,0,1,0,3,8,19.3,5.5,0.04,1430,53.4,185.8,322.3,100.4,0.047,1562,3.0343,2,0.64,1.5625,0.84,0.55,0.73,1.369863014,0.86,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,555,50,0,0,1,100,0,1,3,8,19.3,5.5,0.04,1430,53.4,185.8,322.3,100.4,0.047,1562,3.559685,2,0.64,1.5625,0.84,0.55,0.73,1.369863014,0.86,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,555,50,1,75,0,0,1,0,3,8,19.3,5.5,0.04,1430,53.4,185.8,322.3,100.4,0.047,1562,3.8129,2,0.64,1.5625,0.84,0.55,0.73,1.369863014,0.86,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,555,50,1,100,0,0,1,0,3,8,19.3,5.5,0.04,1430,53.4,185.8,322.3,100.4,0.047,1562,3.8967,2,0.64,1.5625,0.84,0.55,0.73,1.369863014,0.86,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,555,50,0,0,0,0,0,0,3,8,19.3,5.5,0.04,1430,53.4,185.8,322.3,100.4,0.047,1562,4.59,3,0.64,1.5625,0.84,0.55,0.73,1.369863014,0.86,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,555,50,1,1,0,0,1,0,3,8,19.3,5.5,0.04,1430,53.4,185.8,322.3,100.4,0.047,1562,5.125,3,0.64,1.5625,0.84,0.55,0.73,1.369863014,0.86,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,555,75,1,25,0,0,1,0,3,8,19.3,5.5,0.04,1430,53.4,185.8,322.3,100.4,0.047,1562,2.0709,2,0.64,1.5625,0.84,0.55,0.73,1.369863014,0.86,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,555,75,1,50,0,0,1,0,3,8,19.3,5.5,0.04,1430,53.4,185.8,322.3,100.4,0.047,1562,2.4049,2,0.64,1.5625,0.84,0.55,0.73,1.369863014,0.86,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,555,75,1,1,0,0,1,0,3,8,19.3,5.5,0.04,1430,53.4,185.8,322.3,100.4,0.047,1562,2.5916,2,0.64,1.5625,0.84,0.55,0.73,1.369863014,0.86,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,555,75,0,0,0,0,0,0,3,8,19.3,5.5,0.04,1430,53.4,185.8,322.3,100.4,0.047,1562,2.6137,2,0.64,1.5625,0.84,0.55,0.73,1.369863014,0.86,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,555,75,1,75,0,0,1,0,3,8,19.3,5.5,0.04,1430,53.4,185.8,322.3,100.4,0.047,1562,2.6199,2,0.64,1.5625,0.84,0.55,0.73,1.369863014,0.86,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,555,75,0,0,1,100,0,1,3,8,19.3,5.5,0.04,1430,53.4,185.8,322.3,100.4,0.047,1562,2.94,2,0.64,1.5625,0.84,0.55,0.73,1.369863014,0.86,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,555,75,1,100,0,0,1,0,3,8,19.3,5.5,0.04,1430,53.4,185.8,322.3,100.4,0.047,1562,5.04,3,0.64,1.5625,0.84,0.55,0.73,1.369863014,0.86,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,555,25,0,0,0,0,0,0,8.01,28.5,58.7,12.1,0.039,1120,53.4,185.8,322.3,100.4,0.047,1562,5.2368,3,0.6,1.666666667,0.84,0.49,0.73,1.369863014,0.86,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,555,50,0,0,0,0,0,0,8.01,28.5,58.7,12.1,0.039,1120,53.4,185.8,322.3,100.4,0.047,1562,4.0492,3,0.6,1.666666667,0.84,0.49,0.73,1.369863014,0.86,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,555,75,0,0,0,0,0,0,8.01,28.5,58.7,12.1,0.039,1120,53.4,185.8,322.3,100.4,0.047,1562,3.9091,2,0.6,1.666666667,0.84,0.49,0.73,1.369863014,0.86,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,555,25,0,0,0,0,0,0,2.42,8.4,27.6,5.2,0.046,1290,53.4,185.8,322.3,100.4,0.047,1562,3.2188,2,0.61,1.639344262,0.81,0.5,0.73,1.369863014,0.86,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,555,25,0,0,1,100,0,1,2.42,8.4,27.6,5.2,0.046,1290,53.4,185.8,322.3,100.4,0.047,1562,4.8,3,0.61,1.639344262,0.81,0.5,0.73,1.369863014,0.86,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,555,25,1,1,0,0,1,0,2.42,8.4,27.6,5.2,0.046,1290,53.4,185.8,322.3,100.4,0.047,1562,7.6167,3,0.61,1.639344262,0.81,0.5,0.73,1.369863014,0.86,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,555,25,1,25,0,0,1,0,2.42,8.4,27.6,5.2,0.046,1290,53.4,185.8,322.3,100.4,0.047,1562,9.1877,3,0.61,1.639344262,0.81,0.5,0.73,1.369863014,0.86,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,555,25,1,50,0,0,1,0,2.42,8.4,27.6,5.2,0.046,1290,53.4,185.8,322.3,100.4,0.047,1562,12.85,4,0.61,1.639344262,0.81,0.5,0.73,1.369863014,0.86,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,555,25,1,75,0,0,1,0,2.42,8.4,27.6,5.2,0.046,1290,53.4,185.8,322.3,100.4,0.047,1562,14.3,4,0.61,1.639344262,0.81,0.5,0.73,1.369863014,0.86,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,555,25,1,100,0,0,1,0,2.42,8.4,27.6,5.2,0.046,1290,53.4,185.8,322.3,100.4,0.047,1562,16.0667,4,0.61,1.639344262,0.81,0.5,0.73,1.369863014,0.86,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,555,50,0,0,0,0,0,0,2.42,8.4,27.6,5.2,0.046,1290,53.4,185.8,322.3,100.4,0.047,1562,2.6848,2,0.61,1.639344262,0.81,0.5,0.73,1.369863014,0.86,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,555,50,0,0,1,100,0,1,2.42,8.4,27.6,5.2,0.046,1290,53.4,185.8,322.3,100.4,0.047,1562,3.3925315,2,0.61,1.639344262,0.81,0.5,0.73,1.369863014,0.86,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,555,50,1,25,0,0,1,0,2.42,8.4,27.6,5.2,0.046,1290,53.4,185.8,322.3,100.4,0.047,1562,4.9246,3,0.61,1.639344262,0.81,0.5,0.73,1.369863014,0.86,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,555,50,1,75,0,0,1,0,2.42,8.4,27.6,5.2,0.046,1290,53.4,185.8,322.3,100.4,0.047,1562,5.06,3,0.61,1.639344262,0.81,0.5,0.73,1.369863014,0.86,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,555,50,1,50,0,0,1,0,2.42,8.4,27.6,5.2,0.046,1290,53.4,185.8,322.3,100.4,0.047,1562,5.2435,3,0.61,1.639344262,0.81,0.5,0.73,1.369863014,0.86,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,555,50,1,1,0,0,1,0,2.42,8.4,27.6,5.2,0.046,1290,53.4,185.8,322.3,100.4,0.047,1562,5.57,3,0.61,1.639344262,0.81,0.5,0.73,1.369863014,0.86,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,555,50,1,100,0,0,1,0,2.42,8.4,27.6,5.2,0.046,1290,53.4,185.8,322.3,100.4,0.047,1562,6.0667,3,0.61,1.639344262,0.81,0.5,0.73,1.369863014,0.86,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,555,75,0,0,0,0,0,0,2.42,8.4,27.6,5.2,0.046,1290,53.4,185.8,322.3,100.4,0.047,1562,1.7475,1,0.61,1.639344262,0.81,0.5,0.73,1.369863014,0.86,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,555,75,0,0,1,100,0,1,2.42,8.4,27.6,5.2,0.046,1290,53.4,185.8,322.3,100.4,0.047,1562,1.750925333,1,0.61,1.639344262,0.81,0.5,0.73,1.369863014,0.86,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,555,75,1,50,0,0,1,0,2.42,8.4,27.6,5.2,0.046,1290,53.4,185.8,322.3,100.4,0.047,1562,2.3619,2,0.61,1.639344262,0.81,0.5,0.73,1.369863014,0.86,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,555,75,1,25,0,0,1,0,2.42,8.4,27.6,5.2,0.046,1290,53.4,185.8,322.3,100.4,0.047,1562,3.6634,2,0.61,1.639344262,0.81,0.5,0.73,1.369863014,0.86,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,555,75,1,1,0,0,1,0,2.42,8.4,27.6,5.2,0.046,1290,53.4,185.8,322.3,100.4,0.047,1562,4.09,3,0.61,1.639344262,0.81,0.5,0.73,1.369863014,0.86,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,555,75,1,75,0,0,1,0,2.42,8.4,27.6,5.2,0.046,1290,53.4,185.8,322.3,100.4,0.047,1562,4.5967,3,0.61,1.639344262,0.81,0.5,0.73,1.369863014,0.86,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,555,75,1,100,0,0,1,0,2.42,8.4,27.6,5.2,0.046,1290,53.4,185.8,322.3,100.4,0.047,1562,5.1203,3,0.61,1.639344262,0.81,0.5,0.73,1.369863014,0.86,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,555,0,0,0,0,0,0,0,0,0,0,0,0,0,53.4,185.8,322.3,100.4,0.047,1562,11,5,0,0,0,0,0.73,1.369863014,0.86,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,555,0,0,0,1,100,0,1,0,0,0,0,0,0,53.4,185.8,322.3,100.4,0.047,1562,13.7,5,0,0,0,0,0.73,1.37,0.86,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,555,0,0,0,1,100,0,2,0,0,0,0,0,0,53.4,185.8,322.3,100.4,0.047,1562,18.2,5,0,0,0,0,0.73,1.369863014,0.86,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,555,0,0,0,1,50,0,1,0,0,0,0,0,0,53.4,185.8,322.3,100.4,0.047,1562,69.2,5,0,0,0,0,0.73,1.369863014,0.86,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,555,0,0,0,1,50,0,2,0,0,0,0,0,0,53.4,185.8,322.3,100.4,0.047,1562,34.2,5,0,0,0,0,0.73,1.369863014,0.86,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,555,0,0,0,1,25,0,1,0,0,0,0,0,0,53.4,185.8,322.3,100.4,0.047,1562,14.4,5,0,0,0,0,0.73,1.369863014,0.86,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,555,0,0,0,1,25,0,2,0,0,0,0,0,0,53.4,185.8,322.3,100.4,0.047,1562,33,5,0,0,0,0,0.73,1.369863014,0.86,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,666,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14.4,22.9,15,0.03234,1444,3.74,2,0,0,0,0,0.73,1.37,0.87,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,777,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,27.9,88.5,10.3,0.03437,1528,2.51,2,0,0,0,0,0.67,1.49,0.86,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,888,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,21.9,56.2,7.3,0.03437,1546,1.95,1,0,0,0,0,0.67,1.49,0.88,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,999,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,9.6,35.4,4.1,0.04382,1642,1.81,1,0,0,0,0,0.66,1.515151515,0.9,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1111,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88,3.2,7.9,2.11,0.043475,1739,1.54,1,0,0,0,0,0.6,1.666666667,0.91,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2222,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,12.5,32.1,6.4,0.043695,1780,1.6,1,0,0,0,0,0.65,1.538461538,0.84,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,3333,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,8.5,25.5,4.5,0.04267,1710,1.35,1,0,0,0,0,0.64,1.5625,0.86,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,4444,0,0,0,0,0,0,0,0,0,0,0,0,0,25.3,93.9,163,38,0.03746,1504,6.63,4,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,5555,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,4.2,22,3.23,0.042505,1734,1.4,1,0,0,0,0,0.62,1.612903226,0.85,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,6666,0,0,0,0,0,0,0,0,0,0,0,0,0,65,45,103,11.8,0.042505,1734,3.36,2,0,0,0,0,0.66,1.515151515,0.86,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7777,25,0,0,0,0,0,0,3.1,20,82,7.3,0.041,1290,4.5,28.2,79.6,10.1,0.042,1540,2.0399,2,0.55,1.818181818,0.81,0.45,0.65,1.538461538,0.88,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7777,25,1,25,0,0,1,0,3.1,20,82,7.3,0.041,1290,4.5,28.2,79.6,10.1,0.042,1540,4.3302,3,0.55,1.818181818,0.81,0.45,0.65,1.538461538,0.88,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7777,25,1,50,0,0,1,0,3.1,20,82,7.3,0.041,1290,4.5,28.2,79.6,10.1,0.042,1540,4.5462,3,0.55,1.818181818,0.81,0.45,0.65,1.538461538,0.88,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7777,25,1,75,0,0,1,0,3.1,20,82,7.3,0.041,1290,4.5,28.2,79.6,10.1,0.042,1540,5.5223,3,0.55,1.818181818,0.81,0.45,0.65,1.538461538,0.88,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7777,25,1,1,0,0,1,0,3.1,20,82,7.3,0.041,1290,4.5,28.2,79.6,10.1,0.042,1540,6.5,3,0.55,1.818181818,0.81,0.45,0.65,1.538461538,0.88,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7777,25,1,100,0,0,1,0,3.1,20,82,7.3,0.041,1290,4.5,28.2,79.6,10.1,0.042,1540,8.017,3,0.55,1.818181818,0.81,0.45,0.65,1.538461538,0.88,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7777,25,0,0,1,100,0,1,3.1,20,82,7.3,0.041,1290,4.5,28.2,79.6,10.1,0.042,1540,14.81,4,0.55,1.818181818,0.81,0.45,0.65,1.538461538,0.88,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7777,25,1,100,1,100,1,1,3.1,20,82,7.3,0.041,1290,4.5,28.2,79.6,10.1,0.042,1540,16.72276,4,0.55,1.818181818,0.81,0.45,0.65,1.538461538,0.88,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7777,50,0,0,0,0,0,0,3.1,20,82,7.3,0.041,1290,4.5,28.2,79.6,10.1,0.042,1540,2.0486,2,0.55,1.818181818,0.81,0.45,0.65,1.538461538,0.88,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7777,50,1,75,0,0,1,0,3.1,20,82,7.3,0.041,1290,4.5,28.2,79.6,10.1,0.042,1540,3.24,2,0.55,1.818181818,0.81,0.45,0.65,1.538461538,0.88,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7777,50,1,50,0,0,1,0,3.1,20,82,7.3,0.041,1290,4.5,28.2,79.6,10.1,0.042,1540,3.9707,2,0.55,1.818181818,0.81,0.45,0.65,1.538461538,0.88,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7777,50,1,25,0,0,1,0,3.1,20,82,7.3,0.041,1290,4.5,28.2,79.6,10.1,0.042,1540,4.842,3,0.55,1.818181818,0.81,0.45,0.65,1.538461538,0.88,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7777,50,1,1,0,0,1,0,3.1,20,82,7.3,0.041,1290,4.5,28.2,79.6,10.1,0.042,1540,8.0404,3,0.55,1.818181818,0.81,0.45,0.65,1.538461538,0.88,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7777,50,0,0,1,100,0,1,3.1,20,82,7.3,0.041,1290,4.5,28.2,79.6,10.1,0.042,1540,10.51,4,0.55,1.818181818,0.81,0.45,0.65,1.538461538,0.88,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7777,50,1,100,0,0,1,0,3.1,20,82,7.3,0.041,1290,4.5,28.2,79.6,10.1,0.042,1540,15.0498,4,0.55,1.818181818,0.81,0.45,0.65,1.538461538,0.88,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7777,50,1,100,1,100,1,1,3.1,20,82,7.3,0.041,1290,4.5,28.2,79.6,10.1,0.042,1540,60.32,4,0.55,1.818181818,0.81,0.45,0.65,1.538461538,0.88,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7777,75,0,0,0,0,0,0,3.1,20,82,7.3,0.041,1290,4.5,28.2,79.6,10.1,0.042,1540,2.3701,2,0.55,1.818181818,0.81,0.45,0.65,1.538461538,0.88,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7777,75,1,75,0,0,1,0,3.1,20,82,7.3,0.041,1290,4.5,28.2,79.6,10.1,0.042,1540,4.09,3,0.55,1.818181818,0.81,0.45,0.65,1.538461538,0.88,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7777,75,0,0,1,100,0,1,3.1,20,82,7.3,0.041,1290,4.5,28.2,79.6,10.1,0.042,1540,4.76,3,0.55,1.818181818,0.81,0.45,0.65,1.538461538,0.88,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
