API,excipient,API_percent,API_coated,API_coat_percent,exc_coated,exc_coat_percent,API_silica_type,exc_silica_type,API_d10,API_d50,API_d90,API_d32,API_surf_eng,API_density,exc_d10,exc_d50,exc_d90,exc_d32,exc_surf_eng,exc_density,FF,FF_regime,API AR(-),API 1/AR,API Sphericity(-),API Elongation(-),exc AR(-),exc 1/AR,exc Sphericity(-),exc Elongation(-),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7777,75,1,50,0,0,1,0,3.1,20,82,7.3,0.041,1290,4.5,28.2,79.6,10.1,0.042,1540,5.9352,3,0.55,1.818181818,0.81,0.45,0.65,1.538461538,0.88,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7777,75,1,1,0,0,1,0,3.1,20,82,7.3,0.041,1290,4.5,28.2,79.6,10.1,0.042,1540,7.7833,3,0.55,1.818181818,0.81,0.45,0.65,1.538461538,0.88,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7777,75,1,100,1,100,1,1,3.1,20,82,7.3,0.041,1290,4.5,28.2,79.6,10.1,0.042,1540,8.929523,3,0.55,1.818181818,0.81,0.45,0.65,1.538461538,0.88,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7777,75,1,100,0,0,1,0,3.1,20,82,7.3,0.041,1290,4.5,28.2,79.6,10.1,0.042,1540,25.5189,4,0.55,1.818181818,0.81,0.45,0.65,1.538461538,0.88,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7777,75,1,25,0,0,1,0,3.1,20,82,7.3,0.041,1290,4.5,28.2,79.6,10.1,0.042,1540,43.6795,4,0.55,1.818181818,0.81,0.45,0.65,1.538461538,0.88,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,7777,25,0,0,0,0,0,0,8.01,28.5,58.7,12.1,0.039,1120,4.5,28.2,79.6,10.1,0.042,1540,2.5884,2,0.6,1.666666667,0.84,0.49,0.65,1.538461538,0.88,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,7777,25,1,100,0,0,1,0,8.01,28.5,58.7,12.1,0.039,1120,4.5,28.2,79.6,10.1,0.042,1540,2.6474,2,0.6,1.666666667,0.84,0.49,0.65,1.538461538,0.88,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,7777,25,1,75,0,0,1,0,8.01,28.5,58.7,12.1,0.039,1120,4.5,28.2,79.6,10.1,0.042,1540,2.696,2,0.6,1.666666667,0.84,0.49,0.65,1.538461538,0.88,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,7777,25,1,50,0,0,1,0,8.01,28.5,58.7,12.1,0.039,1120,4.5,28.2,79.6,10.1,0.042,1540,2.7171,2,0.6,1.666666667,0.84,0.49,0.65,1.538461538,0.88,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,7777,25,1,25,0,0,1,0,8.01,28.5,58.7,12.1,0.039,1120,4.5,28.2,79.6,10.1,0.042,1540,3.65,2,0.6,1.666666667,0.84,0.49,0.65,1.538461538,0.88,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,7777,25,0,0,1,100,0,1,8.01,28.5,58.7,12.1,0.039,1120,4.5,28.2,79.6,10.1,0.042,1540,14,4,0.6,1.666666667,0.84,0.49,0.65,1.538461538,0.88,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,7777,25,1,100,1,100,1,1,8.01,28.5,58.7,12.1,0.039,1120,4.5,28.2,79.6,10.1,0.042,1540,25.46,4,0.6,1.666666667,0.84,0.49,0.65,1.538461538,0.88,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,7777,50,1,25,0,0,1,0,8.01,28.5,58.7,12.1,0.039,1120,4.5,28.2,79.6,10.1,0.042,1540,2.5876,2,0.6,1.666666667,0.84,0.49,0.65,1.538461538,0.88,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,7777,50,1,100,0,0,1,0,8.01,28.5,58.7,12.1,0.039,1120,4.5,28.2,79.6,10.1,0.042,1540,3.1372,2,0.6,1.666666667,0.84,0.49,0.65,1.538461538,0.88,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,7777,50,1,75,0,0,1,0,8.01,28.5,58.7,12.1,0.039,1120,4.5,28.2,79.6,10.1,0.042,1540,3.2544,2,0.6,1.666666667,0.84,0.49,0.65,1.538461538,0.88,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,7777,50,1,50,0,0,1,0,8.01,28.5,58.7,12.1,0.039,1120,4.5,28.2,79.6,10.1,0.042,1540,3.4296,2,0.6,1.666666667,0.84,0.49,0.65,1.538461538,0.88,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,7777,50,0,0,0,0,0,0,8.01,28.5,58.7,12.1,0.039,1120,4.5,28.2,79.6,10.1,0.042,1540,4.26,3,0.6,1.666666667,0.84,0.49,0.65,1.538461538,0.88,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,7777,50,0,0,1,100,0,1,8.01,28.5,58.7,12.1,0.039,1120,4.5,28.2,79.6,10.1,0.042,1540,24.32,4,0.6,1.666666667,0.84,0.49,0.65,1.538461538,0.88,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,7777,50,1,100,1,100,1,1,8.01,28.5,58.7,12.1,0.039,1120,4.5,28.2,79.6,10.1,0.042,1540,30.84,4,0.6,1.666666667,0.84,0.49,0.65,1.538461538,0.88,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,7777,75,1,50,0,0,1,0,8.01,28.5,58.7,12.1,0.039,1120,4.5,28.2,79.6,10.1,0.042,1540,2.8208,2,0.6,1.666666667,0.84,0.49,0.65,1.538461538,0.88,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,7777,75,1,100,0,0,1,0,8.01,28.5,58.7,12.1,0.039,1120,4.5,28.2,79.6,10.1,0.042,1540,3.198,2,0.6,1.666666667,0.84,0.49,0.65,1.538461538,0.88,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,7777,75,1,25,0,0,1,0,8.01,28.5,58.7,12.1,0.039,1120,4.5,28.2,79.6,10.1,0.042,1540,3.3031,2,0.6,1.666666667,0.84,0.49,0.65,1.538461538,0.88,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,7777,75,0,0,0,0,0,0,8.01,28.5,58.7,12.1,0.039,1120,4.5,28.2,79.6,10.1,0.042,1540,3.3164,2,0.6,1.666666667,0.84,0.49,0.65,1.538461538,0.88,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,7777,75,1,75,0,0,1,0,8.01,28.5,58.7,12.1,0.039,1120,4.5,28.2,79.6,10.1,0.042,1540,3.3949,2,0.6,1.666666667,0.84,0.49,0.65,1.538461538,0.88,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,7777,75,0,0,1,100,0,1,8.01,28.5,58.7,12.1,0.039,1120,4.5,28.2,79.6,10.1,0.042,1540,6.999444,3,0.6,1.666666667,0.84,0.49,0.65,1.538461538,0.88,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,7777,75,1,100,1,100,1,1,8.01,28.5,58.7,12.1,0.039,1120,4.5,28.2,79.6,10.1,0.042,1540,10.87,4,0.6,1.666666667,0.84,0.49,0.65,1.538461538,0.88,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,7777,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,28.2,79.6,10.1,0.042,1540,2.43,2,0,0,0,0,0.65,1.538461538,0.88,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,7777,0,0,0,1,100,0,1,0,0,0,0,0,0,4.5,28.2,79.6,10.1,0.042,1540,9.03,4,0,0,0,0,0.67,1.492537313,0.86,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,7777,0,0,0,1,100,0,2,0,0,0,0,0,0,4.5,28.2,79.6,10.1,0.042,1540,13.4,5,0,0,0,0,0.67,1.492537313,0.86,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,7777,0,0,0,1,50,0,1,0,0,0,0,0,0,4.5,28.2,79.6,10.1,0.042,1540,9.85,4,0,0,0,0,0.67,1.492537313,0.86,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,7777,0,0,0,1,50,0,2,0,0,0,0,0,0,4.5,28.2,79.6,10.1,0.042,1540,10,5,0,0,0,0,0.67,1.492537313,0.86,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,7777,0,0,0,1,25,0,1,0,0,0,0,0,0,4.5,28.2,79.6,10.1,0.042,1540,4.93,3,0,0,0,0,0.67,1.492537313,0.86,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,7777,0,0,0,1,25,0,2,0,0,0,0,0,0,4.5,28.2,79.6,10.1,0.042,1540,6.18,4,0,0,0,0,0.67,1.492537313,0.86,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,8888,0,0,0,0,0,0,0,0,0,0,0,0,0,3.65,19.2,48.6,6.2,0.04469,1543,1.9,1,0,0,0,0,0.65,1.538461538,0.83,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,48,115,202,85.2,0.03948,1543,13.4,5,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11111,25,1,75,0,0,1,0,3,8,19.3,5.5,0.04,1430,1.8,8.6,20.5,4.29,0.043,1520,1.8405,1,0.64,1.5625,0.84,0.55,0.65,1.538461538,0.88,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11111,25,0,0,0,0,0,0,3,8,19.3,5.5,0.04,1430,1.8,8.6,20.5,4.29,0.043,1520,2.0561,2,0.64,1.5625,0.84,0.55,0.65,1.538461538,0.88,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11111,25,1,25,0,0,1,0,3,8,19.3,5.5,0.04,1430,1.8,8.6,20.5,4.29,0.043,1520,2.31,2,0.64,1.5625,0.84,0.55,0.65,1.538461538,0.88,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11111,25,1,50,0,0,1,0,3,8,19.3,5.5,0.04,1430,1.8,8.6,20.5,4.29,0.043,1520,2.8104,2,0.64,1.5625,0.84,0.55,0.65,1.538461538,0.88,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11111,25,1,1,0,0,1,0,3,8,19.3,5.5,0.04,1430,1.8,8.6,20.5,4.29,0.043,1520,2.8651,2,0.64,1.5625,0.84,0.55,0.65,1.538461538,0.88,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11111,25,1,100,0,0,1,0,3,8,19.3,5.5,0.04,1430,1.8,8.6,20.5,4.29,0.043,1520,3.1788,2,0.64,1.5625,0.84,0.55,0.65,1.538461538,0.88,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11111,25,1,100,1,100,1,1,3,8,19.3,5.5,0.04,1430,1.8,8.6,20.5,4.29,0.043,1520,5.66,3,0.64,1.5625,0.84,0.55,0.65,1.538461538,0.88,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11111,50,1,25,0,0,1,0,3,8,19.3,5.5,0.04,1430,1.8,8.6,20.5,4.29,0.043,1520,1.6566,1,0.64,1.5625,0.84,0.55,0.65,1.538461538,0.88,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11111,50,0,0,0,0,0,0,3,8,19.3,5.5,0.04,1430,1.8,8.6,20.5,4.29,0.043,1520,2.7564,2,0.64,1.5625,0.84,0.55,0.65,1.538461538,0.88,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11111,50,1,75,0,0,1,0,3,8,19.3,5.5,0.04,1430,1.8,8.6,20.5,4.29,0.043,1520,3.265,2,0.64,1.5625,0.84,0.55,0.65,1.538461538,0.88,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11111,50,1,1,0,0,1,0,3,8,19.3,5.5,0.04,1430,1.8,8.6,20.5,4.29,0.043,1520,3.3925,2,0.64,1.5625,0.84,0.55,0.65,1.538461538,0.88,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11111,50,1,50,0,0,1,0,3,8,19.3,5.5,0.04,1430,1.8,8.6,20.5,4.29,0.043,1520,3.5531,2,0.64,1.5625,0.84,0.55,0.65,1.538461538,0.88,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11111,50,1,100,0,0,1,0,3,8,19.3,5.5,0.04,1430,1.8,8.6,20.5,4.29,0.043,1520,4,3,0.64,1.5625,0.84,0.55,0.65,1.538461538,0.88,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11111,50,1,100,1,100,1,1,3,8,19.3,5.5,0.04,1430,1.8,8.6,20.5,4.29,0.043,1520,4.41,3,0.64,1.5625,0.84,0.55,0.65,1.538461538,0.88,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11111,75,1,50,0,0,1,0,3,8,19.3,5.5,0.04,1430,1.8,8.6,20.5,4.29,0.043,1520,2.3837,2,0.64,1.5625,0.84,0.55,0.65,1.538461538,0.88,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11111,75,1,25,0,0,1,0,3,8,19.3,5.5,0.04,1430,1.8,8.6,20.5,4.29,0.043,1520,2.5109,2,0.64,1.5625,0.84,0.55,0.65,1.538461538,0.88,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11111,75,0,0,0,0,0,0,3,8,19.3,5.5,0.04,1430,1.8,8.6,20.5,4.29,0.043,1520,2.8014,2,0.64,1.5625,0.84,0.55,0.65,1.538461538,0.88,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11111,75,1,1,0,0,1,0,3,8,19.3,5.5,0.04,1430,1.8,8.6,20.5,4.29,0.043,1520,3.879,2,0.64,1.5625,0.84,0.55,0.65,1.538461538,0.88,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11111,75,1,75,0,0,1,0,3,8,19.3,5.5,0.04,1430,1.8,8.6,20.5,4.29,0.043,1520,4.0649,3,0.64,1.5625,0.84,0.55,0.65,1.538461538,0.88,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11111,75,1,100,0,0,1,0,3,8,19.3,5.5,0.04,1430,1.8,8.6,20.5,4.29,0.043,1520,4.1108,3,0.64,1.5625,0.84,0.55,0.65,1.538461538,0.88,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11111,75,1,100,1,100,1,1,3,8,19.3,5.5,0.04,1430,1.8,8.6,20.5,4.29,0.043,1520,4.47,3,0.64,1.5625,0.84,0.55,0.65,1.538461538,0.88,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,11111,25,0,0,0,0,0,0,2.42,8.4,27.6,5.2,0.046,1290,1.8,8.6,20.5,4.29,0.043,1520,1.415,1,0.61,1.639344262,0.81,0.5,0.65,1.538461538,0.88,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,11111,25,1,25,0,0,1,0,2.42,8.4,27.6,5.2,0.046,1290,1.8,8.6,20.5,4.29,0.043,1520,2.1293,2,0.61,1.639344262,0.81,0.5,0.65,1.538461538,0.88,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,11111,25,1,1,0,0,1,0,2.42,8.4,27.6,5.2,0.046,1290,1.8,8.6,20.5,4.29,0.043,1520,2.26,2,0.61,1.639344262,0.81,0.5,0.65,1.538461538,0.88,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,11111,25,1,50,0,0,1,0,2.42,8.4,27.6,5.2,0.046,1290,1.8,8.6,20.5,4.29,0.043,1520,2.6786,2,0.61,1.639344262,0.81,0.5,0.65,1.538461538,0.88,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,11111,25,1,100,0,0,1,0,2.42,8.4,27.6,5.2,0.046,1290,1.8,8.6,20.5,4.29,0.043,1520,2.964,2,0.61,1.639344262,0.81,0.5,0.65,1.538461538,0.88,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,11111,25,1,75,0,0,1,0,2.42,8.4,27.6,5.2,0.046,1290,1.8,8.6,20.5,4.29,0.043,1520,3.2637,2,0.61,1.639344262,0.81,0.5,0.65,1.538461538,0.88,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,11111,25,0,0,1,100,0,1,2.42,8.4,27.6,5.2,0.046,1290,1.8,8.6,20.5,4.29,0.043,1520,4.967037667,3,0.61,1.639344262,0.81,0.5,0.65,1.538461538,0.88,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,11111,25,1,100,1,100,1,1,2.42,8.4,27.6,5.2,0.046,1290,1.8,8.6,20.5,4.29,0.043,1520,5.31,3,0.61,1.639344262,0.81,0.5,0.65,1.538461538,0.88,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,11111,50,0,0,0,0,0,0,2.42,8.4,27.6,5.2,0.046,1290,1.8,8.6,20.5,4.29,0.043,1520,1.4926,1,0.61,1.639344262,0.81,0.5,0.65,1.538461538,0.88,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,11111,50,1,25,0,0,1,0,2.42,8.4,27.6,5.2,0.046,1290,1.8,8.6,20.5,4.29,0.043,1520,3.26,2,0.61,1.639344262,0.81,0.5,0.65,1.538461538,0.88,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,11111,50,1,100,0,0,1,0,2.42,8.4,27.6,5.2,0.046,1290,1.8,8.6,20.5,4.29,0.043,1520,3.7951,2,0.61,1.639344262,0.81,0.5,0.65,1.538461538,0.88,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,11111,50,1,1,0,0,1,0,2.42,8.4,27.6,5.2,0.046,1290,1.8,8.6,20.5,4.29,0.043,1520,4.0733,3,0.61,1.639344262,0.81,0.5,0.65,1.538461538,0.88,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,11111,50,1,50,0,0,1,0,2.42,8.4,27.6,5.2,0.046,1290,1.8,8.6,20.5,4.29,0.043,1520,4.4848,3,0.61,1.639344262,0.81,0.5,0.65,1.538461538,0.88,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,11111,50,0,0,1,100,0,1,2.42,8.4,27.6,5.2,0.046,1290,1.8,8.6,20.5,4.29,0.043,1520,4.648240333,3,0.61,1.639344262,0.81,0.5,0.65,1.538461538,0.88,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,11111,50,1,100,1,100,1,1,2.42,8.4,27.6,5.2,0.046,1290,1.8,8.6,20.5,4.29,0.043,1520,5.61,3,0.61,1.639344262,0.81,0.5,0.65,1.538461538,0.88,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,11111,50,1,75,0,0,1,0,2.42,8.4,27.6,5.2,0.046,1290,1.8,8.6,20.5,4.29,0.043,1520,6.2296,3,0.61,1.639344262,0.81,0.5,0.65,1.538461538,0.88,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,11111,75,0,0,0,0,0,0,2.42,8.4,27.6,5.2,0.046,1290,1.8,8.6,20.5,4.29,0.043,1520,1.8001,1,0.61,1.639344262,0.81,0.5,0.65,1.538461538,0.88,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,11111,75,0,0,1,100,0,1,2.42,8.4,27.6,5.2,0.046,1290,1.8,8.6,20.5,4.29,0.043,1520,3.600502,2,0.61,1.639344262,0.81,0.5,0.65,1.538461538,0.88,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,11111,75,1,50,0,0,1,0,2.42,8.4,27.6,5.2,0.046,1290,1.8,8.6,20.5,4.29,0.043,1520,3.662,2,0.61,1.639344262,0.81,0.5,0.65,1.538461538,0.88,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,11111,75,1,25,0,0,1,0,2.42,8.4,27.6,5.2,0.046,1290,1.8,8.6,20.5,4.29,0.043,1520,3.7822,2,0.61,1.639344262,0.81,0.5,0.65,1.538461538,0.88,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,11111,75,1,1,0,0,1,0,2.42,8.4,27.6,5.2,0.046,1290,1.8,8.6,20.5,4.29,0.043,1520,4.4233,3,0.61,1.639344262,0.81,0.5,0.65,1.538461538,0.88,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,11111,75,1,75,0,0,1,0,2.42,8.4,27.6,5.2,0.046,1290,1.8,8.6,20.5,4.29,0.043,1520,4.5626,3,0.61,1.639344262,0.81,0.5,0.65,1.538461538,0.88,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,11111,75,1,100,0,0,1,0,2.42,8.4,27.6,5.2,0.046,1290,1.8,8.6,20.5,4.29,0.043,1520,5.5782,3,0.61,1.639344262,0.81,0.5,0.65,1.538461538,0.88,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,11111,75,1,100,1,100,1,1,2.42,8.4,27.6,5.2,0.046,1290,1.8,8.6,20.5,4.29,0.043,1520,5.71,3,0.61,1.639344262,0.81,0.5,0.65,1.538461538,0.88,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,11111,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,8.6,20.5,4.29,0.043,1520,1.52,1,0,0,0,0,0.65,1.538461538,0.88,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,11111,0,0,0,1,100,0,2,0,0,0,0,0,0,1.8,8.6,20.5,4.29,0.043,1520,4.73,3,0,0,0,0,0.65,1.538461538,0.88,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
